Date,Open,High,Low,Close,Adj Close,Volume,count,tb_polarity,tb_subjectivity,v_pos,v_neg,v_neu,v_com,mv_pos,mv_neg,mv_neu,mv_com
4/3/2021,24.85,25.559999,23.049999,24.73,24.73,161611200,1240,0.039321181,0.330967784,0.105049194,0.064155645,0.830799194,0.082651048,0.19126371,0.080557258,0.728189516,0.203578468
5/3/2021,24.360001,24.68,20.18,23.950001,23.950001,173468600,17,0.042769608,0.297426471,0.124529412,0.121882353,0.753529412,-0.021505882,0.170823529,0.134705882,0.694470588,-0.0062
8/3/2021,23.77,24.58,22.4,22.52,22.52,94432800,503,0.034465136,0.362127305,0.101015905,0.094234592,0.804739563,0.026999801,0.169769384,0.112254473,0.717974155,0.124936382
9/3/2021,23.379999,24.74,23.1,24.26,24.26,99586500,596,0.053971629,0.313590293,0.105307047,0.073421141,0.821268456,0.081796644,0.175036913,0.085795302,0.739167785,0.193643624
10/3/2021,25.030001,26.24,24.27,24.75,24.75,103212800,457,0.024949796,0.296555335,0.096439825,0.062010941,0.841557987,0.061870241,0.176656455,0.076934354,0.746393873,0.1725407
11/3/2021,25.950001,26.84,25.58,26.73,26.73,84788700,599,0.033008953,0.296259639,0.102963272,0.065347245,0.831691152,0.077267112,0.176647746,0.07724374,0.746100167,0.18643823
12/3/2021,25.74,26.92,25.18,26.92,26.92,58721900,444,0.025799213,0.314182988,0.100369369,0.073252252,0.826391892,0.062302928,0.17995045,0.081873874,0.738164414,0.207901802
15/3/2021,27.35,27.469999,26.309999,26.790001,26.790001,56101500,338,0.060832968,0.31771019,0.092289941,0.077748521,0.829949704,0.034059763,0.180568047,0.092784024,0.726612426,0.159531065
16/3/2021,26.75,27.1,25.23,25.610001,25.610001,73615100,383,0.025057559,0.376664,0.104013055,0.094422977,0.801561358,0.04121671,0.177083551,0.108428198,0.714496084,0.161542037
17/3/2021,24.52,25.73,24.299999,25.209999,25.209999,77081700,209,0.032850106,0.300141846,0.094789474,0.090339713,0.814856459,0.026349282,0.1754689,0.110177033,0.714358852,0.155095215
18/3/2021,24.73,25.18,23.780001,23.98,23.98,57141400,106,0.050237536,0.359948889,0.118875631,0.079965909,0.801152778,0.08668125,0.192270833,0.088340909,0.719354798,0.203991667
19/3/2021,24.01,24.57,23.389999,24.32,24.32,57915900,106,0.050237536,0.359948889,0.118875631,0.079965909,0.801152778,0.08668125,0.192270833,0.088340909,0.719354798,0.203991667
22/3/2021,24.889999,24.92,23.860001,24.219999,24.219999,46208100,106,0.050237536,0.359948889,0.118875631,0.079965909,0.801152778,0.08668125,0.192270833,0.088340909,0.719354798,0.203991667
23/3/2021,24,24.105,23.1,23.26,23.26,50169700,106,0.050237536,0.359948889,0.118875631,0.079965909,0.801152778,0.08668125,0.192270833,0.088340909,0.719354798,0.203991667
24/3/2021,23.299999,23.485001,21.75,21.879999,21.879999,69271900,106,0.050237536,0.359948889,0.118875631,0.079965909,0.801152778,0.08668125,0.192270833,0.088340909,0.719354798,0.203991667
25/3/2021,21.200001,22.799999,21.049999,22.58,22.58,74592600,106,0.050237536,0.359948889,0.118875631,0.079965909,0.801152778,0.08668125,0.192270833,0.088340909,0.719354798,0.203991667
26/3/2021,22.629999,23.049999,21.76,22.58,22.58,57916400,106,0.050237536,0.359948889,0.118875631,0.079965909,0.801152778,0.08668125,0.192270833,0.088340909,0.719354798,0.203991667
29/3/2021,22.48,22.5,21.389999,21.73,21.73,57647400,641,0.035983989,0.353287108,0.09999688,0.096939158,0.803074883,0.011756006,0.173304212,0.117797192,0.708906396,0.115156474
30/3/2021,21.360001,22.09,20.860001,22.040001,22.040001,52039700,686,0.01797443,0.348357979,0.104311953,0.088185131,0.807497085,0.032070262,0.174988338,0.101670554,0.723349854,0.139680175
31/3/2021,22.5,23.85,22.379999,23.290001,23.290001,61458500,518,0.036661991,0.320257282,0.106720077,0.072920849,0.820359073,0.068632046,0.188467181,0.091623552,0.719926641,0.180612934
1/4/2021,23.950001,23.950001,22.73,23.07,23.07,51788800,446,0.00329722,0.312551411,0.087757848,0.102672646,0.80956278,-0.003427354,0.167318386,0.117199552,0.715504484,0.100679372
5/4/2021,23.780001,24.450001,23.34,23.440001,23.440001,65374300,448,0.033808231,0.342514178,0.098428571,0.078261161,0.823308036,0.038908482,0.158136161,0.102223214,0.739647321,0.112587054
6/4/2021,23.549999,23.610001,22.83,23.27,23.27,41933500,307,0.01477628,0.370991421,0.095224756,0.092482085,0.81229316,0.035372313,0.164713355,0.113338762,0.72195114,0.131657329
7/4/2021,23,23.549999,22.809999,22.9,22.9,32766200,278,0.03823342,0.3050641,0.095532374,0.057061151,0.847388489,0.061719065,0.154258993,0.076399281,0.769352518,0.155174101
8/4/2021,23.200001,23.6,22.74,23.41,23.41,35905500,360,0.039124928,0.350631789,0.105002778,0.063097222,0.831880556,0.098440833,0.163872222,0.076175,0.759944444,0.177719722
9/4/2021,23.459999,24.35,23.370001,24.040001,24.040001,54082700,348,0.02881385,0.311404237,0.109652299,0.059663793,0.830678161,0.07912069,0.181873563,0.071827586,0.746307471,0.194898276
