Date,Open,High,Low,Close,Adj Close,Volume,count,tb_polarity,tb_subjectivity,v_pos,v_neg,v_neu,v_com,mv_pos,mv_neg,mv_neu,mv_com,Movement,rsi
26/7/2021,38.32,40.849998,37.57,40.290001,40.290001,97977600,72,0.054091003,0.303010988,0.097513889,0.069263889,0.833194444,0.051823611,0.167263889,0.073708333,0.759013889,0.152445833,1,1
27/7/2021,39.990002,40.299999,37.060001,38.009998,38.009998,55288900,53,0.097809367,0.33668567,0.123433962,0.048943396,0.827641509,0.128184906,0.139981132,0.088528302,0.771509434,0.09815283,-1,-1
28/7/2021,37.41,39.560001,36.080002,38.900002,38.900002,71021400,90,0.082599222,0.286535543,0.107011111,0.049188889,0.8438,0.14179,0.186444444,0.068211111,0.745344444,0.248496667,1,1
29/7/2021,38,40.25,37.470001,38.130001,38.130001,59446200,112,0.06460444,0.347996993,0.098571429,0.072714286,0.82875,0.084882143,0.1515625,0.104669643,0.743785714,0.11099375,1,-1
30/7/2021,37.540001,39.189999,36.790001,37.02,37.02,52860100,83,-0.020037316,0.357601488,0.094771084,0.095963855,0.809240964,-0.026920482,0.130060241,0.121783133,0.748168675,0.03346988,-1,-1
2/8/2021,37.580002,38.48,35.009998,35.200001,35.200001,59061700,92,0.027991669,0.36888585,0.08651087,0.085554348,0.827913043,0.01073587,0.135728261,0.105043478,0.759293478,0.072017391,-1,-1
3/8/2021,35.16,35.209999,32.779999,33.59,33.59,61740100,145,0.032423965,0.363549854,0.087110345,0.079,0.833882759,0.052617931,0.120889655,0.131137931,0.747965517,0.008510345,-1,-1
4/8/2021,34.43,35.240002,29.809999,29.84,29.84,85496600,130,0.029614806,0.343806966,0.108038462,0.099915385,0.792084615,0.015961538,0.158969231,0.132492308,0.708546154,0.051102308,-1,-1
5/8/2021,31.08,34.119999,28.91,33.509998,33.509998,108565100,208,0.03897544,0.340687959,0.083557692,0.075413462,0.841004808,0.001939904,0.127283654,0.097254808,0.775456731,0.061146635,1,-1
6/8/2021,33.419998,33.580002,31.57,32.700001,32.700001,52649800,109,0.065989552,0.332383098,0.102018349,0.074394495,0.823568807,0.090712844,0.153642202,0.088880734,0.757458716,0.185827523,-1,1
9/8/2021,32.68,35.380001,32.349998,33.799999,33.799999,81054600,176,0.080065126,0.345181053,0.107079545,0.059721591,0.833198864,0.094668182,0.193096591,0.089965909,0.7169375,0.190586364,1,1
10/8/2021,36.900002,37.16,31.440001,31.75,31.75,116181500,184,0.037955125,0.344533346,0.119315217,0.093755435,0.786896739,0.048061957,0.148722826,0.131521739,0.71973913,0.035522283,-1,-1
11/8/2021,31.58,31.91,29.4,31.549999,31.549999,69684300,79,0.013817405,0.322090442,0.088443038,0.088189873,0.823341772,-0.042289873,0.147265823,0.131962025,0.720746835,-0.028994937,-1,-1
12/8/2021,30.91,34.099998,30.75,33.07,33.07,71050000,110,0.082671058,0.365003035,0.116272727,0.058427273,0.825281818,0.13681,0.183718182,0.088890909,0.727436364,0.193133636,1,1
13/8/2021,32.200001,34.48,31.879999,33.470001,33.470001,57895500,141,0.078661545,0.31392176,0.110695035,0.056524823,0.832744681,0.114114894,0.17112766,0.079283688,0.749574468,0.207983688,1,1
16/8/2021,33.849998,36.18,32.709999,35.689999,35.689999,86506600,137,0.038151507,0.312575748,0.089087591,0.057270073,0.853649635,0.058130657,0.148686131,0.073992701,0.777350365,0.14379708,1,-1
17/8/2021,34.990002,38.779999,34.59,37.16,37.16,86868900,120,0.028232374,0.235036248,0.084858333,0.072041667,0.843125,0.056955833,0.142475,0.09155,0.765975,0.148400833,1,-1
18/8/2021,37.32,38.700001,36.490002,36.549999,36.549999,57948000,101,0.122026497,0.322536522,0.120306931,0.057,0.822683168,0.139656436,0.186663366,0.08319802,0.730138614,0.207846535,-1,1
19/8/2021,36.59,36.779999,33.330002,33.82,33.82,47920600,105,0.077870027,0.341289357,0.121161905,0.086895238,0.791961905,0.052551429,0.183885714,0.117104762,0.698980952,0.205539048,-1,1
20/8/2021,33.900002,34.599998,32.200001,34.41,34.41,55312300,79,0.051427778,0.320846911,0.100405063,0.061240506,0.83835443,0.065744304,0.186886076,0.089746835,0.723392405,0.181955696,1,1
23/8/2021,35.029999,37.93,34.400002,36.779999,36.779999,75319300,56,0.072846931,0.375463837,0.088125,0.069678571,0.842160714,0.1180375,0.150982143,0.092553571,0.756464286,0.167605357,1,1
24/8/2021,37.189999,48.200001,36.349998,44.259998,44.259998,228489600,381,0.032040506,0.31533377,0.104047244,0.056923885,0.83903937,0.104647507,0.16616273,0.079816273,0.754031496,0.178250394,1,1
25/8/2021,44.900002,48.299999,43.169998,43.959999,43.959999,209271500,344,0.007121431,0.30367413,0.083514535,0.076633721,0.839872093,-0.000985174,0.168936047,0.103633721,0.727430233,0.104050581,-1,-1
26/8/2021,42.790001,44.779999,40.07,40.310001,40.310001,109710200,167,0.031115333,0.300710394,0.09960479,0.078215569,0.822233533,0.044579042,0.174275449,0.114311377,0.711431138,0.118062874,-1,-1
27/8/2021,40.009998,41.580002,39.389999,40.84,40.84,72317700,100,0.046159743,0.331527941,0.09159,0.07197,0.83642,0.068579,0.16906,0.10406,0.72688,0.162244,1,1
30/8/2021,41.779999,45.709999,41.279999,43.330002,43.330002,108370900,134,0.026323396,0.339933436,0.115223881,0.051813433,0.832970149,0.140807463,0.191164179,0.093223881,0.715619403,0.220062687,1,1
31/8/2021,44.16,47.16,44.049999,47.130001,47.130001,127659600,163,0.013767555,0.306509999,0.087343558,0.05502454,0.857613497,0.064411656,0.162546012,0.075871166,0.761576687,0.17740184,1,1
1/9/2021,47.16,47.849998,43.049999,43.689999,43.689999,82772400,183,0.008568564,0.350109068,0.079234973,0.091027322,0.829737705,0.014479235,0.135382514,0.126306011,0.738333333,0.077432787,-1,-1
2/9/2021,43.869999,44.900002,42.369999,44.380001,44.380001,67848800,114,0.035653955,0.364337314,0.11672807,0.08777193,0.795526316,0.070488596,0.183614035,0.119236842,0.697184211,0.134832456,1,-1
3/9/2021,43.540001,44.799999,42.470001,44.02,44.02,52109500,65,0.028982303,0.347452195,0.108107692,0.074661538,0.817246154,0.113392308,0.165246154,0.102276923,0.732461538,0.150856923,1,1
7/9/2021,45,47.93,44.880001,47.830002,47.830002,102133700,110,0.092518603,0.360290787,0.136327273,0.059390909,0.804254545,0.162556364,0.2205,0.082354545,0.697118182,0.279624545,1,1
8/9/2021,47.029999,49.400002,45.73,47.400002,47.400002,97372900,95,0.032392346,0.320269741,0.091684211,0.061852632,0.846452632,0.120333684,0.167042105,0.096757895,0.736210526,0.151830526,1,1
9/9/2021,46.23,49,45.360001,48.52,48.52,85960900,43,0.041755652,0.471215827,0.128883721,0.059348837,0.811790698,0.139865116,0.174860465,0.087046512,0.738116279,0.204072093,1,1
10/9/2021,49.150002,51.700001,48.950001,50.16,50.16,89984600,140,0.080675889,0.33117186,0.096721429,0.07155,0.831728571,0.065261429,0.159764286,0.091757143,0.748471429,0.158250714,1,1
13/9/2021,51.82,52.790001,50.349998,51.689999,51.689999,75111000,110,0.068695202,0.330118197,0.0972,0.054581818,0.8482,0.116941818,0.175354545,0.079181818,0.745463636,0.241490909,-1,1
14/9/2021,50.900002,51.549999,46.959999,47.299999,47.299999,65850300,75,0.051773169,0.307958298,0.112786667,0.083146667,0.804106667,0.080964,0.150986667,0.12024,0.7288,0.110184,-1,-1
15/9/2021,46.43,47.740002,43.77,46.84,46.84,76214200,83,0.066879656,0.361116282,0.091204819,0.074843373,0.833987952,0.074931325,0.165963855,0.098493976,0.735590361,0.172444578,1,1
16/9/2021,46.48,48.689999,45.950001,46.040001,46.040001,57581900,79,0.109416221,0.380925647,0.129835443,0.085303797,0.784860759,0.067736709,0.186088608,0.096481013,0.717405063,0.175550633,-1,1
17/9/2021,46.099998,46.380001,44.200001,44.200001,44.200001,68549000,53,0.039793064,0.345878132,0.128641509,0.062264151,0.809056604,0.142458491,0.178584906,0.086641509,0.734792453,0.171232075,-1,1
20/9/2021,41.950001,43.330002,38.529999,40.290001,40.290001,70807600,57,0.00137616,0.323584403,0.097052632,0.092842105,0.810122807,0.082268421,0.183245614,0.151596491,0.665175439,0.092805263,-1,-1
21/9/2021,40.970001,41.490002,37.650002,38.82,38.82,64696300,65,0.05016416,0.377583059,0.092246154,0.076,0.831738462,0.051612308,0.162584615,0.100723077,0.736723077,0.152281538,-1,1
22/9/2021,38.5,40.57,37.740002,40.080002,40.080002,52441300,55,0.030955593,0.324114184,0.090836364,0.068618182,0.840509091,0.10184,0.216345455,0.109581818,0.674018182,0.213594545,1,1
23/9/2021,41.060001,41.849998,39.849998,39.98,39.98,41271100,39,0.035129343,0.27874992,0.093,0.082615385,0.824384615,0.064517949,0.168384615,0.08974359,0.741897436,0.203441026,-1,1
24/9/2021,39.810001,40.52,39.25,40.009998,40.009998,32555900,37,0.029413911,0.404074302,0.095648649,0.087081081,0.817216216,0.012905405,0.123243243,0.097810811,0.778891892,0.084191892,1,-1
27/9/2021,40.119999,40.630001,39.209999,39.299999,39.299999,31225500,39,-0.026838847,0.345158251,0.069820513,0.100794872,0.829333333,0.013792308,0.122461538,0.125512821,0.752,0.045217949,-1,-1
28/9/2021,38.900002,39.130001,36.880001,36.990002,36.990002,39523300,40,0.029123542,0.387895488,0.0681,0.078125,0.85385,-0.03047,0.1374,0.134475,0.728125,-0.0282875,-1,-1
29/9/2021,37.25,38.259998,35.369999,35.540001,35.540001,43007800,66,0.061318551,0.340777723,0.1105,0.087106061,0.802363636,0.034243939,0.169681818,0.121045455,0.709227273,0.128225758,-1,-1
30/9/2021,35.189999,41.779999,33.740002,38.060001,38.060001,102819800,156,0.024330425,0.386298802,0.113955128,0.089826923,0.796224359,0.073169872,0.178807692,0.120237179,0.700967949,0.144429487,1,-1
1/10/2021,39.41,40.130001,37.75,38.459999,38.459999,65919000,63,0.030689878,0.312986426,0.084380952,0.070587302,0.845,0.007552381,0.139444444,0.100603175,0.759968254,0.066111111,-1,-1
4/10/2021,38.900002,39.029999,36.330002,36.77,36.77,39943200,43,0.068614299,0.409463265,0.103674419,0.098232558,0.798116279,0.015951163,0.122511628,0.106837209,0.770651163,0.059327907,-1,-1
5/10/2021,36.860001,38.099998,36.189999,37.060001,37.060001,37702800,30,0.027367405,0.326347008,0.085833333,0.077766667,0.8364,0.087943333,0.144533333,0.1028,0.752666667,0.121406667,1,-1
6/10/2021,36.360001,37.650002,35.639999,36.830002,36.830002,35450500,58,0.070110179,0.289064444,0.125482759,0.056672414,0.817827586,0.178436207,0.175293103,0.081724138,0.742965517,0.227763793,1,1
7/10/2021,36.779999,38.549999,36.599998,38.139999,38.139999,37704300,35,0.047428151,0.362267979,0.106885714,0.043257143,0.849857143,0.162454286,0.158714286,0.052628571,0.788657143,0.260062857,1,1
8/10/2021,37.919998,38.779999,37.060001,37.189999,37.189999,29498900,26,0.092162889,0.393879668,0.114269231,0.069576923,0.816192308,0.060442308,0.125692308,0.107269231,0.767076923,-0.009403846,-1,-1
11/10/2021,36.849998,38.66,36.299999,37.25,37.25,37351400,33,0.064961866,0.372537496,0.119333333,0.082363636,0.798272727,0.079648485,0.166575758,0.096333333,0.737060606,0.102748485,1,-1
12/10/2021,37.25,37.57,36.220001,36.82,36.82,25223400,62,0.04909368,0.381422382,0.095306452,0.102,0.802741935,0.024590323,0.15583871,0.107806452,0.736354839,0.13358871,-1,-1
13/10/2021,36.720001,38.150002,36.119999,37.91,37.91,33484500,31,0.01302623,0.322465108,0.099451613,0.074129032,0.826483871,0.109509677,0.199096774,0.101419355,0.699451613,0.227670968,1,1
14/10/2021,37.799999,41.099998,37.75,40.07,40.07,67688200,60,0.043699784,0.304361646,0.095266667,0.034383333,0.870366667,0.153146667,0.136366667,0.053016667,0.810633333,0.18782,1,1
15/10/2021,40.200001,41.790001,39.779999,40.740002,40.740002,46378400,60,0.04721655,0.337142278,0.096833333,0.05035,0.852816667,0.091303333,0.17745,0.055533333,0.766983333,0.256133333,1,1
18/10/2021,40.799999,43.630001,40.490002,43.029999,43.029999,50096300,61,0.092361909,0.347799462,0.108114754,0.088754098,0.803114754,0.0228,0.187508197,0.105147541,0.707327869,0.12592623,1,-1
19/10/2021,42.959999,44.439999,40.740002,40.799999,40.799999,52769200,75,0.094966953,0.399145855,0.12012,0.06932,0.8106,0.137832,0.169493333,0.10776,0.722773333,0.174194667,-1,1
20/10/2021,40.650002,41.75,40.299999,40.880001,40.880001,31220000,25,-0.01380174,0.452763736,0.086,0.09684,0.8172,-0.00382,0.11668,0.1186,0.76468,0.01014,1,-1
21/10/2021,40.889999,41.939999,38.799999,39.240002,39.240002,33977600,24,0.075483631,0.28984127,0.053416667,0.096541667,0.850041667,0.020183333,0.111416667,0.1005,0.788041667,0.1595375,-1,1
22/10/2021,37.310001,37.669998,35.959999,36.599998,36.599998,46324200,40,0.105457146,0.328438229,0.12255,0.060375,0.817075,0.1459925,0.1885,0.1127,0.6988,0.1746425,-1,1
25/10/2021,36.23,37.849998,35.779999,36.830002,36.830002,30905400,42,0.001317741,0.296032891,0.062690476,0.070833333,0.86647619,-0.019419048,0.137880952,0.114547619,0.747547619,0.120795238,1,-1
26/10/2021,36.529999,37.400002,35.779999,36.049999,36.049999,27674800,38,0.05992834,0.277210719,0.086236842,0.065578947,0.848210526,0.097810526,0.179105263,0.110184211,0.710710526,0.249218421,-1,1
27/10/2021,36.330002,36.790001,34.580002,34.759998,34.759998,25904100,37,0.12542441,0.344666882,0.124351351,0.070351351,0.805297297,0.124975676,0.181324324,0.080432432,0.738216216,0.172356757,-1,1
28/10/2021,35.09,36.07,34.860001,35.23,35.23,23812200,41,0.03040723,0.375176878,0.100560976,0.076780488,0.822634146,-0.031778049,0.149926829,0.089756098,0.760341463,0.06215122,1,-1
29/10/2021,35.34,36.630001,34.529999,35.369999,35.369999,32841500,53,0.087887659,0.378424491,0.112056604,0.036415094,0.851490566,0.218333962,0.156396226,0.058773585,0.784754717,0.264624528,1,1
1/11/2021,35.650002,37.189999,35.389999,37.07,37.07,34054600,72,0.029806639,0.22675981,0.070527778,0.058527778,0.870972222,0.022205556,0.115291667,0.078180556,0.806541667,0.036520833,1,-1
2/11/2021,37.619999,38.799999,36.630001,38.790001,38.790001,44361700,151,-0.017980783,0.320108077,0.078529801,0.070430464,0.85102649,0.023953642,0.135788079,0.095682119,0.768523179,0.092010596,1,-1
3/11/2021,40.990002,44.209999,38.880001,40.790001,40.790001,82198000,140,0.049311384,0.26439559,0.079842857,0.04325,0.876914286,0.100585714,0.154128571,0.059221429,0.78665,0.196303571,-1,1
4/11/2021,40.389999,41.299999,39.110001,40.049999,40.049999,28553700,53,0.024941717,0.267376922,0.079924528,0.069641509,0.850415094,0.04149434,0.120660377,0.079415094,0.799924528,0.132222642,-1,-1
5/11/2021,41.16,41.970001,39.93,41.700001,41.700001,39940600,63,0.074929922,0.365315408,0.087984127,0.089571429,0.822428571,0.023533333,0.139539683,0.102634921,0.757793651,0.10464127,1,-1
8/11/2021,42.48,45.950001,41.77,45.060001,45.060001,70347800,179,0.014688478,0.272356179,0.095703911,0.065435754,0.838871508,0.037400559,0.152206704,0.104743017,0.743078212,0.088195531,1,-1
9/11/2021,42.43,42.599998,39.25,39.93,39.93,37893500,72,0.071440985,0.357271867,0.120847222,0.089430556,0.789736111,0.078815278,0.167569444,0.137069444,0.695375,0.089843056,-1,-1
10/11/2021,38.790001,40.869999,38.049999,38.290001,38.290001,32463600,59,0.028352074,0.373518997,0.101440678,0.08820339,0.810355932,0.080150847,0.150220339,0.108305085,0.741491525,0.16059661,-1,1
11/11/2021,38,40.200001,37.5,39.459999,39.459999,30474100,48,0.040780167,0.314388192,0.085770833,0.10325,0.810979167,-0.048833333,0.188645833,0.152416667,0.658958333,0.092504167,1,-1
12/11/2021,39.599998,40.439999,39.119999,40,40,23561400,56,0.051380164,0.285942501,0.093625,0.04525,0.861125,0.1483875,0.125821429,0.072214286,0.801928571,0.172585714,1,1
15/11/2021,40.349998,43.23,40.209999,42.68,42.68,39918800,56,0.022900017,0.272687706,0.097803571,0.038232143,0.863946429,0.124848214,0.173821429,0.056321429,0.769839286,0.225310714,1,1
16/11/2021,41.970001,44.43,41.23,42.599998,42.599998,38388200,48,0.058411538,0.358558846,0.0888125,0.059833333,0.851333333,0.048029167,0.145895833,0.1039375,0.750145833,0.088314583,1,-1
17/11/2021,42.34,44,42.02,42.130001,42.130001,23322000,32,0.038815449,0.321524333,0.134,0.07884375,0.7871875,0.228625,0.22009375,0.09853125,0.681375,0.26839375,-1,1
18/11/2021,42.389999,42.400002,39.779999,40.41,40.41,25262000,23,0.001482919,0.3870402,0.092217391,0.098,0.809782609,-0.129717391,0.181043478,0.111304348,0.707608696,0.017952174,-1,-1
19/11/2021,40.200001,41.380001,39.66,40.869999,40.869999,20692300,25,-0.026528571,0.44962381,0.11456,0.12152,0.76388,-0.035864,0.19108,0.13024,0.6786,0.10156,1,-1
22/11/2021,41.509998,42.990002,40.290001,41.240002,41.240002,28831800,41,0.04513119,0.363003965,0.118414634,0.067682927,0.813878049,0.160658537,0.157,0.097804878,0.745268293,0.173573171,-1,1
23/11/2021,41.25,42.029999,38.07,39.16,39.16,27386500,28,0.104246477,0.424004989,0.119785714,0.067285714,0.812928571,0.146810714,0.13975,0.13725,0.723,0.102096429,-1,-1
24/11/2021,39.139999,39.330002,37.549999,38.889999,38.889999,18270800,34,0.029532567,0.307089549,0.100352941,0.128382353,0.771205882,-0.069111765,0.128264706,0.162617647,0.709088235,-0.089085294,-1,-1
26/11/2021,36.290001,38.16,36.130001,37.630001,37.630001,19731800,52,0.080309491,0.379770475,0.15925,0.053769231,0.786961538,0.198769231,0.190653846,0.075769231,0.733557692,0.190663462,1,1
